Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,311.967865,321.923492,310.060944,318.580170,287.880249,20035581
2009-01-05,321.700592,341.017487,320.734741,338.256165,305.660187,22236678
2009-01-06,336.807404,344.236969,329.687378,339.506805,306.790283,24347018
2009-01-07,339.036285,343.246368,290.991699,297.368744,268.712921,34324506
2009-01-09,299.659515,299.659515,270.845154,285.605255,258.082977,38312271
2009-01-12,282.249542,283.562103,268.702972,271.897675,245.696350,29737571
2009-01-13,271.105194,283.809753,263.749908,266.857941,241.142212,26570460
2009-01-14,270.213654,301.640747,270.213654,292.168030,264.013367,26449928
2009-01-15,282.769623,287.264526,274.275146,282.905823,255.643646,25332798
2009-01-16,285.048035,304.860229,282.299072,301.479767,272.427734,26899885
2009-01-19,303.275238,309.553253,299.164215,304.587799,275.236237,17144102
2009-01-20,301.343567,301.343567,289.258118,293.133881,264.886108,18764599
2009-01-21,287.276917,292.948151,274.894287,277.333649,250.608444,20057883
2009-01-22,284.775604,286.001495,274.176086,281.407532,254.289795,28245622
2009-01-23,296.687683,330.616089,277.370789,286.323425,258.731873,32741877
2009-01-27,293.715881,305.466980,289.753418,303.609589,274.352325,18103532
2009-01-28,309.070313,319.471741,303.721039,315.509277,285.105286,18545578
2009-01-29,318.233459,320.709991,307.398682,314.543457,284.232544,25613886
2009-01-30,306.593811,329.575958,306.593811,327.792847,296.205200,22447994
2009-02-02,319.471741,335.024292,315.397858,316.995209,286.448059,21665301
2009-02-03,319.471741,330.541809,315.274017,323.483704,292.311249,27905597
2009-02-04,325.663025,331.235229,320.734741,323.805634,292.602203,16017362
2009-02-05,329.130188,329.130188,314.803467,319.174530,288.417328,16582045
2009-02-06,321.948242,334.330872,320.858582,333.055481,300.960724,17528847
2009-02-09,335.569153,346.465851,332.101990,344.162689,310.997528,17919370
2009-02-10,343.964569,350.205414,339.865906,347.196411,313.738922,27444709
2009-02-11,338.045654,344.063629,337.055054,342.070007,309.106476,16980595
2009-02-12,341.438507,341.438507,333.166901,334.714752,302.460083,12697388
